"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Variable","Anot"
"X11343","HCC",538.308486767864,0.69302975746514,0.204254379270872,3.39297380031239,0.000691382506329929,0.00128942294744106,"Massbank: Leucine_Enkephalin","Massbank: Leucine_Enkephalin"
"X11353","HCC",7813.96185618759,1.11495966185637,0.236935821479822,4.70574544149848,2.52939981301201e-06,6.32616205864899e-06,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine"
"X11363","HCC",1004.58279932679,0.706431933441259,0.261790537668563,2.69846244150974,0.00696605979632409,0.0108890513658329,"m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)","m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate)"
"X11373","HCC",216.967330386342,0.73816262966541,0.356502937806651,2.07056534851264,0.0383994332097273,0.0540569668734842,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11383","HCC",176.277361821537,0.425648760219856,0.511951531016321,0.831423942369823,0.405734178190757,0.461255697311597,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11393","HCC",142988.214161961,0.856209796871831,0.205725817399568,4.16189765433704,3.15613808104585e-05,6.9693160600046e-05,"Spectral Match to Oleoyl L-carnitine from NIST14","Oleoyl L-carnitine"
"X11403","HCC",3392.82955585152,0.833189740978051,0.167941202520336,4.96119908917028,7.00593381923167e-07,1.87879218448019e-06,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X11415","HCC",3515.41979638761,0.649218456011526,0.497488336244394,1.30499231582506,0.191895464357644,0.234057301495772,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X11423","HCC",3216.9946015581,0.522138174583322,0.501825406587256,1.04047775925537,0.298117991716858,0.349274333490757,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X11433","HCC",1989.03793694835,-0.424518842579499,0.139253072688415,-3.04854201335563,0.0022995475597107,0.00395935678482785,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X11443","HCC",2437.1592631635,-0.272618150329752,0.21904357372156,-1.24458410579209,0.213284665805965,0.257764173934371,"Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine","Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine"
"X11453","HCC",443.730630978496,-1.40414869347818,0.79535993567808,-1.76542547655619,0.0774922847969661,0.102289815931995,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X11463","HCC",601.89702404301,-2.28306899816283,0.446692228225612,-5.11105601105223,3.20362976020784e-07,8.95508742382804e-07,"Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine","Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine"
"X11473","HCC",804.334294602193,-0.910646267481966,0.208459697055693,-4.3684524171532,1.25130072091663e-05,2.95535836272159e-05,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11483","HCC",2095.92115868366,0.220555705895604,0.128359315178585,1.71826801653426,0.085747740321069,0.112313468028037,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11493","HCC",672.516443660117,-2.8707737977611,0.296364614185059,-9.68662809375922,3.43688305026901e-22,3.78057135529591e-21,"Spectral Match to Orientin from NIST14","Orientin"
"X11503","HCC",68940.3868239452,0.0837307189228386,0.287477819187495,0.291259754089859,0.770852665288504,0.804014895840863,"Urobilinogen","Urobilinogen"
"X11515","HCC",538.8391218582,0.246703189821841,0.372739342916749,0.661865173371146,0.508057633209744,0.558863396530718,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X11523","HCC",1222.60272498479,0.341272395337369,0.1423308052178,2.3977409164175,0.0164965287855703,0.0244058234087889,"Spectral Match to Lyso-PC(16:0) from NIST14","Lyso-PC(16:0)"
"X11533","HCC",72.7533938956662,-0.111879374155588,0.436343484027238,-0.256402073712653,0.797640386776477,0.825432734747783,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine"
"X11543","HCC",84.4579440004921,0.544424419633311,0.389848958620422,1.39650089501302,0.162563711273811,0.201172592701342,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11553","HCC",164.440354789121,-4.0872721350212,0.520197040311531,-7.85716145669235,3.92936224546819e-15,2.46019176305e-14,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X11563","HCC",446.605256399337,-0.0821767198201745,0.173294535901307,-0.474202601904165,0.635355438129374,0.680333282967642,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11573","HCC",158.112574336506,-0.161671965037973,0.267080684007869,-0.605330054618288,0.544959715604967,0.59395609370523,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X11583","HCC",387.469809710323,0.0424770315422792,0.305412216999345,0.139080983595264,0.88938615506107,0.903069018985086,"NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one","NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one"
"X11593","HCC",44.561161291306,0.311149826609013,0.455488268923151,0.683112711869886,0.494535623483745,0.545615478717134,"AM 404","AM 404"
"X11603","HCC",257.518924165627,0.840549480283981,0.466485327150277,1.8018776397938,0.0715646589319976,0.0952058396542141,"NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid","NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid"
"X11615","HCC",942.929711244723,-2.84279739694296,0.297023526088993,-9.57095026907468,1.05927524476114e-21,1.11364512458073e-20,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X11623","HCC",414.214039963331,-2.79373620332904,0.372447937129231,-7.50101134902964,6.33273067036336e-14,3.58251620780556e-13,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X11633","HCC",2519.82596964472,0.938381161684952,0.22470015714651,4.1761482217082,2.96486669151183e-05,6.60837078708452e-05,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X11643","HCC",646.000286283279,-0.286657563651984,0.323955253061378,-0.884867773999863,0.376227950679714,0.432261900780948,"LysoPhosphatidylcholine_16_0","LysoPhosphatidylcholine_16_0"
"X11653","HCC",340.419638878257,-6.56136838078789,0.523421565603647,-12.5355331380373,4.77141849254275e-36,9.29253306416522e-35,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X11663","HCC",248.125583053878,-1.04400489030227,0.276452161189783,-3.7764396046286,0.000159086111829957,0.000330409616877604,"Spectral Match to Trp-Phe from NIST14","Trp-Phe"
"X11673","HCC",283.509820509354,0.185573678187244,0.448637557934207,0.413638303136579,0.679139017315034,0.719729841721909,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X11683","HCC",307.533756221289,0.600997169169319,0.246798449065506,2.43517401120216,0.0148846297442339,0.0222147489147612,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14","Monolinolenin (9c,12c,15c)"
"X11693","HCC",432.378320450831,0.575631576128247,0.211766055130581,2.71824290145697,0.00656296382112672,0.0103405849064967,"Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine"
"X11703","HCC",1084.56514970833,-1.69266776742819,0.200835393708171,-8.42813478329306,3.51218389150583e-17,2.64080662222084e-16,"NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid","NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid"
"X11715","HCC",312.157479595278,-1.16134931384314,0.317504340667714,-3.65774310801802,0.000254445879641555,0.000513211723283816,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11723","HCC",913.048017089454,-0.0361365269511748,0.314302982851692,-0.114973541209522,0.908466094000342,0.920083307478608,"Spectral Match to Uvaol from NIST14","Uvaol"
"X11733","HCC",118.491382733144,-0.176076186898335,0.620933155416329,-0.28356705607108,0.776742186595948,0.808163750914154,"Spectral Match to D-erythro-C18-Sphingosine from NIST14","D-erythro-C18-Sphingosine"
"X11743","HCC",718.062850080019,0.746521719302205,0.172522304965509,4.32710262856418,1.51083576680939e-05,3.54018321690249e-05,"Hydrocortisone","Hydrocortisone"
"X11753","HCC",1605.78451270124,-0.0187255751692114,0.23931403355132,-0.0782468745828723,0.937631675763403,0.946394588621004,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11763","HCC",812.052662090141,-0.578898080028128,0.205719033847852,-2.81402293798577,0.00489257371265547,0.00794040651726052,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X11773","HCC",259.118038433394,-0.325573976677664,0.389547752501989,-0.83577423970891,0.403281921053265,0.459682124330355,"NCGC00380821-01!","NCGC00380821-01!"
"X11783","HCC",584.316604435726,0.345077002257161,0.203511558895846,1.69561377314085,0.0899590476901585,0.116927077304057,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione","NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione"
"X11793","HCC",31805.9549243812,3.40034696691671,0.410829915319769,8.27677547354374,1.26555527678945e-16,9.28073869645593e-16,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X11803","HCC",1980.07017205604,1.18458905472093,0.299808659471145,3.95115023298698,7.77764793507328e-05,0.000166094283649927,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X11815","HCC",576.572080358748,1.74932636284891,0.241605792711184,7.2404156507127,4.47311717647089e-13,2.31046226332497e-12,"Spectral Match to Tauroursodeoxycholic acid from NIST14","Tauroursodeoxycholic acid"
"X11823","HCC",7678.37553114595,-3.07002834915433,0.207583415983239,-14.7893719477196,1.71547028845897e-49,5.66105195191459e-48,"NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid","NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid"
"X11833","HCC",815.077678768835,0.671815337753547,0.178031542177206,3.7735747808377,0.000160924953137807,0.000333064188724241,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11843","HCC",1108.08134289041,0.835240140479132,0.230129435880391,3.62943635299765,0.000284040752300547,0.000569039483529595,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X11853","HCC",1768.36425517651,-1.19799592953647,0.175107389611545,-6.84149271023962,7.83721935859605e-12,3.5672860528782e-11,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X11863","HCC",311.726078370358,0.666114773222995,0.31382620021806,2.1225594700511,0.033790784294208,0.0481336351816776,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X11873","HCC",479.953653619628,-0.0820027149032878,0.215580948360831,-0.380380156626989,0.703663242326495,0.741749717731922,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X11883","HCC",927.084447177039,0.98851135294722,0.293622100501531,3.36661086225716,0.000760979877261009,0.00140597837353978,"Urobilinogen","Urobilinogen"
"X1198","T1d",3571547.48313485,0.664520566547352,0.491129540780727,1.35304540120106,0.176041126560238,0.247792486200904,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X2106","T1d",1307209.89123796,0.547810516562254,0.483638805258838,1.13268519937947,0.257346475264986,0.341213853364736,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X3106","T1d",1019097.45518694,1.25252311948718,0.399887823852735,3.13218619016628,0.00173509802278028,0.00418962693305483,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X4106","T1d",535450.133013897,-0.38598159436774,0.4271807443631,-0.903555695009649,0.366231043150031,0.452739312447697,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X5106","T1d",393893.838651823,-0.95106946852358,0.473470210857991,-2.00872081645879,0.0445667498318618,0.0752063903412667,"Urobilinogen","Urobilinogen"
"X6106","T1d",138602.067581304,-1.76737875694607,0.460412995836666,-3.83868129902454,0.000123696862357644,0.000373281567063693,"Stercobilin","Stercobilin"
"X7106","T1d",923426.875284807,0.032406222127015,0.429864437721626,0.0753870738849089,0.939906743488443,0.952738234867125,"Phytosphingosine","Phytosphingosine"
"X8106","T1d",145410.853415976,-1.82187858265444,0.346747953825426,-5.25418697516434,1.48679779278097e-07,7.61343007682669e-07,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X9106","T1d",317876.597959425,0.876170928641981,0.367997756373782,2.3809137785939,0.017269753587184,0.0324114806659946,"Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14","3.beta.-Hydroxy-5-cholenoic acid"
"X10106","T1d",99152.0851424668,0.223560197163933,0.389375635014788,0.574150452828006,0.565865994457101,0.645152400590246,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X1199","T1d",259924.115280904,0.441106239038725,0.367618179454458,1.19990322484411,0.230176927397292,0.310738851986344,"NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione","NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione"
"X1216","T1d",90713.8774866793,-1.73693153455024,0.312397104484284,-5.5600116314062,2.69756671729436e-08,1.4836616945119e-07,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X1316","T1d",448013.072681236,0.280083602394877,0.425596515472923,0.658096559093413,0.510476086766457,0.595137969655104,"Spectral Match to D-erythro-C18-Sphingosine from NIST14","D-erythro-C18-Sphingosine"
"X1416","T1d",344305.086180511,-0.396251556091473,0.41594200563081,-0.952660589041796,0.340762067782805,0.429750888031818,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X1516","T1d",1505247.57842213,0.726174557615989,0.453546557717911,1.60110256655865,0.109354203861842,0.164031305792764,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X1616","T1d",78570.4891782843,0.364445079815232,0.296580883169404,1.22882188467645,0.219138594379787,0.297868020735912,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X1716","T1d",141608.293171414,0.926325673876725,0.347032911245148,2.66927327022986,0.00760155756547182,0.015899032372853,"Spectral Match to Ursodeoxycholic acid from NIST14","Ursodeoxycholic acid"
"X1816","T1d",248756.309700807,0.167693050069857,0.233906632246158,0.716923023770361,0.473421594697699,0.558515247766501,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X1916","T1d",105842.326376153,0.353459070480508,0.348018060274239,1.01563427542232,0.309803576600119,0.398750432287043,"NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione","NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione"
"X2016","T1d",91275.2970145905,1.18530695649346,0.310723736523953,3.81466498103239,0.000136367808128873,0.000405012390142752,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X2116","T1d",437714.294031919,-0.43247342079804,0.352381347726396,-1.22728806047314,0.219714341515898,0.297974667190035,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X2216","T1d",173617.868863505,-0.967195182117787,0.322945401216854,-2.99491857903351,0.00274518109534823,0.00639465713975234,"Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine"
