sample_id	age	sex	cage	diet	name	title	number	strain	weight	age_bin	latitude	taxon_id	age_units	body_site	elevation	env_biome	longitude	phenotype	timepoint	host_taxid	life_stage	mice_group	antibiotics	description	env_feature	env_package	sample_type	weight_unit	body_habitat	body_product	env_material	geo_loc_name	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	immune_status	host_subject_id	scientific_name	stam_comparison	experiment_group	prepdescription_	mice_group_number	collection_timestamp	fig_7a_extended_data	fig_7l_extended_data	fig_7m_extended_data	fig_7n_extended_data	fig_7q_extended_data	host_scientific_name	fig_7k1_extended_data	fig_7k2_extended_data	physical_specimen_location	fig_7a_extended_data_groups	fig_7l_extended_data_groups	fig_7m_extended_data_groups	fig_7n_extended_data_groups	fig_7q_extended_data_groups	physical_specimen_remaining	fig_7k1_extended_data_groups	fig_7k2_extended_data_groups	qiita_study_id
10856.E14L.feces.41w.ANB.HFD.MupHe.5.9	41	male	Cage 167	HFD	10856.E14L.feces.41w.ANB.HFD.MupHe.5.9	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 435	C57Bl/6	31	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC, ABX	11 months	10090	adult	Group60-Antibiotic-MupHe-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	normal	SS435	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_G9	60	12/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E9L.feces.HFD.IgMk.Mup.2	41	male	Cage 121	HFD	10856.E9L.feces.HFD.IgMk.Mup.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 274	C57Bl/6	41.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obese, HCC, no IgM	11 months	10090	adult	Group27-IgMkMup-HFD (10-11M)	No	IgMkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no Ig M - some susceptibility	SS274	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_F12	27	11/16/15	FALSE	TRUE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	MUP/IgM-/-	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E14L.feces.39w.HFD.MupHe.1.1	39	male	Cage 10	HFD	10856.E14L.feces.39w.HFD.MupHe.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 22	C57Bl/6	53	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS22	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_F4	3	12/16/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E20L.feces.45w.HFD.IgAkMup.5.10	45	male	Cage 61	HFD	10856.E20L.feces.45w.HFD.IgAkMup.5.10	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 119	C57Bl/6	58.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS119	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_G4	11	4/1/16	TRUE	TRUE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/IgA-/-	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.E22L.feces.25w.HFD.CD8kMup.7.19	25	male	Cage 88	HFD	10856.E22L.feces.25w.HFD.CD8kMup.7.19	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 189	C57Bl/6	42.5	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, CD8KO	6 months	10090	adult	Group17-CD8kMup-HFD (6M)	No	CD8kMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS189	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_E1	17	5/5/16	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E9L.feces.NC.MupHe.4	43	male	Cage 30	NC	10856.E9L.feces.NC.MupHe.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 57	C57Bl/6	28.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH,lean, adenomas	11 months	10090	adult	Group 4-MupHe-NC (10-11M)	No	MupHe-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS57	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_1_33657_A9	4	11/16/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP	10856
10856.E4L.feces.ctrl.MupHe.8	37	male	Cage 9	HFD	10856.E4L.feces.ctrl.MupHe.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 21	C57Bl/6	37	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS21	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_E4	3	10/22/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E4L.feces.ctrl.MupHe.1	41	male	Cage 7	HFD	10856.E4L.feces.ctrl.MupHe.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 19	C57Bl/6	59	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS19	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_C4	3	10/22/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E24L.feces.48w.HFD.IgAkMup.9.17	48	male	Cage 68	HFD	10856.E24L.feces.48w.HFD.IgAkMup.9.17	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 132	C57Bl/6	53.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS132	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_D6	11	5/16/16	TRUE	TRUE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/IgA-/-	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.B6.PIGRHe.Feces.16w.NC.1.17	16	male	Cage 162	NC	10856.B6.PIGRHe.Feces.16w.NC.1.17	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 417	C57Bl/6	23	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	lean	4 months	10090	adult	Group56-NC-B6-PIGRHe (4M)	No	NC-B6-PIGRHe	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS417	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_5_33657_E7	56	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E14L.feces.41w.ANB.HFD.MupHe.4.8	41	male	Cage 166	HFD	10856.E14L.feces.41w.ANB.HFD.MupHe.4.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 434	C57Bl/6	33.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC, ABX	11 months	10090	adult	Group60-Antibiotic-MupHe-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	normal	SS434	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_F9	60	12/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E15L.feces.45w.HFD.IgAMup.4.13	45	male	Cage 56	HFD	10856.E15L.feces.45w.HFD.IgAMup.4.13	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 111	C57Bl/6	48.3	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS111	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_G3	11	1/5/16	TRUE	TRUE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/IgA-/-	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.E17L.feces.44w.HFD.CD4HeMup.1.4	44	male	Cage 16	HFD	10856.E17L.feces.44w.HFD.CD4HeMup.1.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 35	C57Bl/6	46.7	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS35	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_C6	3	1/26/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E47L.feces.20w.STAM.FVB.B.TGFbR.4.19	20	male	Cage 148	HFD	10856.E47L.feces.20w.STAM.FVB.B.TGFbR.4.19	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 364	FVB	35	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB , T1d, NASH driven HCC, TGFbrko	5 months	10090	adult	Group42-STAM-FVB-B-TGFbR (5M)	No	STAM-FVB-B-TGFbR	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	B cell signaling	SS364	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_D12	42	12/14/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E26L.feces.27w.HFD.Muphe.2.26	27	male	Cage 3	HFD	10856.E26L.feces.27w.HFD.Muphe.2.26	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 8	C57Bl/6	47.7	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity	6 months	10090	adult	Group1-MupHe-HFD (6M)	No	MupHe-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS8	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_H2	1	7/7/16	TRUE	FALSE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E49L.feces.25w.STAM.B6.Ighel.MD4.4.18	25	male	Cage 132	HFD	10856.E49L.feces.25w.STAM.B6.Ighel.MD4.4.18	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 317	C57Bl/6	21.3	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	T1d, NASH driven HCC, mon B 	6 months	10090	adult	Group35-STAM-B6-Ighel/MD4 (6M)	No	STAM-B6-Ighel/MD4	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	monoclonal B	SS317	mouse gut metagenome	FALSE	E	Karin_Rapid_Response_Plate_4_33657_E6	35	12/21/16	FALSE	FALSE	FALSE	FALSE	TRUE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	STAM-IgHEL	FALSE	not applicable	not applicable	10856
10856.B6.PIGRK.Feces.6w.NC.3.64	6	male	Cage 163	NC	10856.B6.PIGRK.Feces.6w.NC.3.64	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 423	C57Bl/6	18	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	PigRK	2-4 months	10090	adult	Group57-NC-B6-PIGRK (2-4M)	No	NC-B6-PIGRK	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no PIGR	SS423	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_5_33657_C8	57	1/26/17	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E14L.feces.39w.ANB.HFD.IgAk.MupHe.2.12	39	male	Cage 168	HFD	10856.E14L.feces.39w.ANB.HFD.IgAk.MupHe.2.12	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 438	C57Bl/6	33.5	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC, no IgA, ABX	11 months	10090	adult	Group61-Antibiotic-IgAkMup-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	no IgA - some susceptibility	SS438	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_B10	61	12/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E23La.feces.51w.ctrl.HFD.B6.1.12	51	male	Cage 39	HFD	10856.E23La.feces.51w.ctrl.HFD.B6.1.12	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 78	C57Bl/6	55.2	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese only	6 months	10090	adult	Group 7-B6-HFD (10-11M)	No	B6-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS78	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_1_33657_F11	7	6/22/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E47L.feces.20w.STAM.FVB.B.TGFbR.5.20	20	male	Cage 148	HFD	10856.E47L.feces.20w.STAM.FVB.B.TGFbR.5.20	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 365	FVB	39.7	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB , T1d, NASH driven HCC, TGFbrko	5 months	10090	adult	Group42-STAM-FVB-B-TGFbR (5M)	No	STAM-FVB-B-TGFbR	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	B cell signaling	SS365	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_E12	42	12/14/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E42L.feces.48w.HFD.CD8kMup.7.18	48	male	Cage 108	HFD	10856.E42L.feces.48w.HFD.CD8kMup.7.18	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 230	C57Bl/6	58.5	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS230	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_B7	19	11/7/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E24L.feces.50w.HFD.IgAkMup.1.2	50	male	Cage 64	HFD	10856.E24L.feces.50w.HFD.IgAkMup.1.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 125	C57Bl/6	43.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS125	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_E5	11	5/16/16	TRUE	TRUE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/IgA-/-	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.E27L.feces.28w.HFD.IgAkCLM.1.3	28	male	Cage  49	HFD	10856.E27L.feces.28w.HFD.IgAkCLM.1.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 144	C57Bl/6	40.5	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	6 months	10090	adult	Group13-IgAk-HFD (6M)	No	IgAk-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS144	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_H7	13	6/30/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E19L.feces.45w.HFD.CD8kMup.3.4	45	male	Cage 97	HFD	10856.E19L.feces.45w.HFD.CD8kMup.3.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 204	C57Bl/6	42.6	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS204	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_H3	19	3/21/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E14L.feces.41w.ANB.HFD.MupHe.2.6	41	male	Cage 166	HFD	10856.E14L.feces.41w.ANB.HFD.MupHe.2.6	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 432	C57Bl/6	27.3	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC, ABX	11 months	10090	adult	Group60-Antibiotic-MupHe-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	normal	SS432	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_D9	60	12/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E23La.feces.51w.LALAPG.HFD.MupHe.1.9	51	male	Cage 12	HFD	10856.E23La.feces.51w.LALAPG.HFD.MupHe.1.9	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 395	C57Bl/6	39.2	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group49-MupHe-HFD-LALAPG (10-11M)	No	MupHe-HFD-LALAPG (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS395	mouse gut metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_G4	49	6/22/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E17L.feces.42w.HFD.CD4HeCLM.2.10	42	male	Cage 40	HFD	10856.E17L.feces.42w.HFD.CD4HeCLM.2.10	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 81	C57Bl/6	48	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese only	6 months	10090	adult	Group 7-B6-HFD (10-11M)	No	B6-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS81	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_1_33657_A12	7	1/26/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
